ID	chr	start	end	strand
NM_146724	chr7	115856869	115857849	+
NM_146725	chr7	115988578	115989522	-
NM_146726	chr7	115968579	115969511	-
NM_146727	chr7	110665925	110666896	-
NM_146728	chr10	128769939	128770874	+
NM_146729	chr10	128824691	128825650	+
NM_146730	chr2	86690927	86691853	-
NM_146731	chr7	110486570	110487517	+
NM_146732	chr7	115398706	115399650	-
NM_146733	chr7	115238111	115239082	-
NM_146734	chr7	115174911	115175855	-
NM_146735	chr7	115246825	115247772	+
NM_146736	chr7	115460410	115461342	+
NM_146737	chr7	115511006	115511950	+
NM_146738	chr7	115566087	115567031	+
NM_146739	chr7	115666518	115667462	-
NM_146741	chr19	13869155	13870099	-
NM_146742	chr2	111970028	111970972	-
NM_146743	chr7	115765328	115766278	+
NM_146744	chr13	21702889	21703873	-
NM_146745	chr9	39318368	39319303	-
NM_146746	chr9	38802092	38803018	-
NM_146747	chr9	38826204	38827124	-
NM_146748	chr7	111836531	111837490	+
NM_146749	chr9	37580222	37581225	+
NM_146750	chr7	112462520	112463482	+
NM_146751	chr7	111327970	111328920	-
NM_146752	chr2	86888453	86889391	-
NM_146753	chr2	88522961	88523887	-
NM_146754	chr7	109818415	109819437	+
NM_146755	chr7	109736255	109737333	-
NM_146756	chr7	110618555	110619505	+
NM_146757	chr7	110199814	110200773	+
NM_146758	chr7	112217983	112218924	+
NM_146759	chr6	116506445	116507407	+
NM_146760	chr7	112144478	112145416	-
NM_146761	chr1	176360561	176361515	+
NM_146762	chr2	85609960	85610877	+
NM_146763	chr1	175113573	175114635	-
NM_146764	chr1	175060414	175061346	-
NM_146766	chr2	86932614	86933552	-
NM_146767	chr2	86861767	86862699	-
NM_146768	chr2	86798675	86799613	-
NM_146769	chr2	86975538	86976476	-
NM_146770	chr2	86947604	86948542	-
NM_146771	chr2	88179724	88180671	+
NM_146772	chr2	88431963	88432883	+
NM_146773	chr7	115773508	115774440	+
NM_146774	chr7	115046233	115047165	+
NM_146775	chr7	115077036	115077968	+
NM_146776	chr10	129470684	129471616	+
NM_146777	chr10	129382160	129383116	-
NM_146778	chr2	88736826	88737752	-
NM_146779	chr16	59167038	59167967	-
NM_146780	chr7	114271866	114272996	-
NM_146781	chr9	38622993	38624124	+
NM_146782	chr9	38580673	38583939	+
NM_146783	chr9	38662645	38663575	+
NM_146784	chr9	38465043	38465975	-
NM_146785	chr9	38454175	38455107	-
NM_146786	chr9	38414052	38415002	+
NM_146787	chr9	38560381	38564448	+
NM_146788	chr2	89414869	89415930	-
NM_146789	chr2	89136508	89137425	-
NM_146790	chr2	89246287	89247234	-
NM_146791	chr2	89457325	89458402	-
NM_146792	chr2	89430226	89431303	-
NM_146793	chr2	90105668	90106585	-
NM_146794	chr2	89855089	89856009	+
NM_146795	chr10	129279164	129280096	-
NM_146796	chr19	13889134	13890078	-
NM_146797	chr19	13936285	13937235	+
NM_146798	chr9	37726133	37727197	+
NM_146801	chr9	38271628	38272560	+
NM_146802	chr9	38256377	38257432	+
NM_146803	chr9	38295616	38296551	+
NM_146804	chr9	38280334	38281266	+
NM_146805	chr9	38306256	38307188	+
NM_146806	chr9	38061004	38061945	+
NM_146807	chr17	38472104	38473042	+
NM_146808	chr2	89279427	89280500	-
NM_146809	chr19	12162100	12166337	-
NM_146810	chr9	38387829	38389796	+
NM_146811	chr9	38345467	38347414	+
NM_146812	chr7	110759924	110760865	-
NM_146813	chr7	111701398	111702466	+
NM_146814	chr7	112029223	112030173	+
NM_146815	chr9	38684763	38685689	+
NM_146816	chr9	38635200	38636267	+
NM_146817	chr2	87789347	87790422	-
NM_146818	chr2	88894646	88895581	-
NM_146819	chr13	65253534	65254460	+
NM_146820	chr7	111744767	111745693	-
NM_146821	chr7	110888715	110889836	-
NM_146822	chr7	111169886	111170830	-
NM_146823	chr2	88326891	88327826	+
NM_146824	chr4	52868430	52869383	-
NM_146825	chr9	20086795	20091092	+
NM_146826	chr9	39602962	39603897	+
NM_146827	chr9	39899602	39901143	-
NM_146828	chr9	39757422	39758354	-
NM_146829	chr9	38935752	38952655	+
NM_146830	chr9	39291789	39301573	-
NM_146831	chr17	38285535	38286473	+
NM_146832	chr17	38312031	38312969	+
NM_146833	chr17	37473234	37474175	-
NM_146834	chr17	37436439	37437365	-
NM_146835	chr17	37603153	37604097	+
NM_146836	chr2	87474976	87475902	-
NM_146837	chr2	87297324	87298268	+
NM_146838	chr2	87446369	87448491	+
NM_146839	chr4	52923705	52924664	-
NM_146840	chr7	109642337	109643287	-
NM_146841	chr7	110732538	110733494	+
NM_146843	chr2	86730383	86732320	-
NM_146844	chr2	86911273	86912380	-
NM_146845	chr2	86762740	86763687	-
NM_146846	chr2	86530189	86531130	-
NM_146847	chr2	86593952	86594893	-
NM_146848	chr2	87864859	87865870	+
NM_146849	chr2	87802109	87808414	-
NM_146851	chr7	93733787	93734716	+
NM_146852	chr4	118407136	118408083	+
NM_146853	chr4	118382014	118382952	+
NM_146854	chr9	39881882	39882847	+
NM_146855	chr9	39934509	39935624	-
NM_146858	chr4	52838271	52839230	+
NM_146859	chr8	87754396	87755334	+
NM_146860	chr16	3592398	3593339	+
NM_146861	chr10	128426970	128427908	+
NM_146862	chr10	128448343	128449272	+
NM_146863	chr10	128569887	128570822	-
NM_146864	chr10	128530090	128531028	-
NM_146865	chr2	85239759	85240688	-
NM_146866	chr2	85529588	85530529	+
NM_146867	chr17	38218977	38219921	-
NM_146868	chr9	38026403	38027351	+
NM_146869	chr9	38209296	38211414	+
NM_146870	chr9	38137077	38138144	+
NM_146871	chr9	38156670	38157620	+
NM_146872	chr9	38323619	38324550	+
NM_146873	chr9	38331315	38332254	+
NM_146874	chr9	38185468	38186418	+
NM_146875	chr9	38076100	38077050	+
NM_146877	chr11	48961761	48962714	+
NM_146878	chr11	58268417	58269482	-
NM_146879	chr11	58342431	58348327	-
NM_146881	chr1	175145738	175146771	+
NM_146882	chr9	37553721	37554653	+
NM_146883	chr9	37611474	37612521	+
NM_146884	chr2	111501610	111505323	+
NM_146885	chr2	111377506	111378444	-
NM_146886	chr2	111485214	111486152	-
NM_146887	chr2	111594408	111595346	+
NM_146888	chr2	111461291	111462229	-
NM_146889	chr2	111620470	111621417	+
NM_146890	chr17	37987539	37988498	+
NM_146891	chr2	89010376	89011402	-
NM_146892	chr2	88984243	88991493	-
NM_146893	chr2	88853284	88854219	-
NM_146895	chr2	88634541	88635464	+
NM_146896	chr2	88669914	88672199	+
NM_146897	chr2	88827422	88828357	-
NM_146898	chr2	88813111	88820424	-
NM_146899	chr2	88914311	88915246	-
NM_146900	chr2	88937095	88938120	-
NM_146901	chr2	88863152	88864256	-
NM_146902	chr2	88951732	88952667	-
NM_146903	chr9	20016651	20017797	+
NM_146904	chr9	19975078	19976013	-
NM_146905	chr9	19301194	19302132	+
NM_146906	chr9	19341455	19342372	-
NM_146907	chr2	111175316	111176233	-
NM_146908	chr2	111155638	111156555	+
NM_146909	chr11	50820476	50821399	+
NM_146910	chr11	50782522	50783469	+
NM_146911	chr11	50798205	50799128	+
NM_146912	chr6	116443629	116444558	+
NM_146913	chr7	6453997	6454935	-
NM_146914	chr7	6432927	6439524	-
NM_146915	chr7	6413222	6414166	+
NM_146916	chr7	6426823	6427764	+
NM_146917	chr2	88242166	88243089	-
NM_146918	chr2	88251784	88252846	-
NM_146919	chr2	88399608	88400575	+
NM_146920	chr4	58797651	58798592	-
NM_146921	chr11	73208578	73212997	-
NM_146922	chr11	73184748	73189206	+
NM_146923	chr11	73164361	73168201	+
NM_146924	chr7	115110913	115111845	+
NM_146925	chr7	115224310	115225248	+
NM_146926	chr7	115133881	115134813	+
NM_146927	chr10	129084186	129085121	+
NM_146928	chr10	129204554	129205492	+
NM_146929	chr10	129191569	129192504	-
NM_146930	chr10	128963285	128964223	+
NM_146931	chr10	129044603	129045535	-
NM_146932	chr10	129118855	129119793	-
NM_146933	chr10	128937942	128938910	+
NM_146934	chr7	147787239	147797023	+
NM_146935	chr16	19514789	19515727	-
NM_146936	chr19	11902567	11903514	-
NM_146937	chr17	33405671	33406621	+
NM_146938	chr2	36543524	36544453	+
NM_146939	chr2	36762468	36763421	+
NM_146940	chr2	36725088	36726035	+
NM_146941	chr2	36745431	36746366	-
NM_146942	chr2	36714934	36715866	-
NM_146943	chr2	36589843	36590781	+
NM_146944	chr2	36642047	36642988	+
NM_146945	chr2	36495561	36496496	+
NM_146946	chr2	36648758	36649696	+
NM_146947	chr2	36232298	36233218	+
NM_146948	chr2	36382934	36383872	+
NM_146949	chr2	36276920	36277849	+
NM_146950	chr2	36334707	36335648	-
NM_146951	chr2	36308107	36309045	+
NM_146952	chr7	147347909	147348847	-
NM_146953	chr7	147586029	147586943	-
NM_146954	chr7	147678539	147679477	+
NM_146955	chr7	147530951	147531886	-
NM_146956	chr7	147508600	147509529	+
NM_146957	chr16	19605818	19606759	-
NM_146958	chr16	19624250	19625194	-
NM_146960	chr7	147832351	147838818	+
NM_146961	chr7	147853188	147854147	+
NM_146962	chr7	147890152	147891090	+
NM_146963	chr7	147876806	147877741	+
NM_146964	chr7	147823602	147824537	+
NM_146965	chr2	89496652	89497596	-
NM_146966	chr2	89449246	89450310	-
NM_146967	chr2	89033257	89034189	-
NM_146968	chr2	89333451	89334503	-
NM_146969	chr2	89367648	89368565	-
NM_146970	chr2	89257651	89258568	-
NM_146971	chr2	89088878	89089849	-
NM_146972	chr2	89179540	89180457	-
NM_146973	chr2	89202640	89203584	-
NM_146974	chr2	89842565	89843479	+
NM_146975	chr2	90136093	90137016	-
NM_146977	chr2	89656485	89657417	+
NM_146978	chr2	89769968	89770903	+
NM_146980	chr2	90121804	90122730	-
NM_146981	chr2	89817937	89818869	+
NM_146982	chr2	89720985	89721914	+
NM_146983	chr2	89675180	89676100	-
NM_146984	chr2	90092226	90093143	-
NM_146985	chr2	89989176	89990193	-
NM_146986	chr6	42712053	42713006	+
NM_146987	chr6	42421234	42422175	-
NM_146988	chr6	42861524	42862456	+
NM_146989	chr19	13855038	13856104	+
NM_146990	chr19	13823598	13824545	+
NM_146991	chr16	59344605	59345525	-
NM_146992	chr16	59314314	59315231	-
NM_146993	chr16	58872041	58872974	-
NM_146994	chr16	59268565	59269491	-
NM_146995	chr16	59283398	59284321	-
NM_146996	chr16	58872045	58872974	-
NM_146997	chr16	58889085	58890044	-
NM_146998	chr16	59148678	59149604	+
NM_146999	chr16	58925383	58928470	-
NM_147000	chr16	58796575	58797738	-
NM_147001	chr16	58760266	58761353	-
NM_147002	chr16	58823607	58826587	-
NM_147003	chr11	73857827	73858774	-
NM_147004	chr11	73867278	73868280	-
NM_147005	chr11	73720054	73720992	-
NM_147006	chr11	73627644	73630379	-
NM_147007	chr11	73700940	73701872	-
NM_147008	chr11	73660687	73661625	-
NM_147009	chr11	73589889	73594091	-
NM_147010	chr2	86137975	86138913	+
NM_147011	chr2	86011028	86011972	-
NM_147012	chr2	86068167	86069126	-
NM_147013	chr2	85960381	85963194	+
NM_147014	chr2	86076028	86076990	-
NM_147015	chr2	85681014	85681946	-
NM_147016	chr2	86094922	86095848	-
NM_147017	chr2	86037960	86038907	-
NM_147018	chr2	86195516	86196594	-
NM_147019	chr2	86172573	86173511	-
NM_147021	chr2	86186983	86187921	-
NM_147022	chr11	73299389	73300324	-
NM_147023	chr11	73402300	73403238	-
NM_147024	chr11	73238539	73241979	-
NM_147025	chr11	73266777	73267712	-
NM_147026	chr7	147604741	147605670	-
NM_147027	chr14	15160627	15161580	+
NM_147028	chr2	87274646	87275602	+
NM_147029	chr2	87197603	87198547	+
NM_147030	chr2	87496082	87498614	-
NM_147031	chr2	87227864	87228844	+
NM_147032	chr7	114016807	114017757	-
NM_147033	chr7	114217344	114218297	+
NM_147034	chr7	114179650	114180624	+
NM_147035	chr7	114114882	114118965	-
NM_147036	chr15	98208610	98209539	-
NM_147037	chr1	94469702	94470783	+
NM_147038	chr1	94376258	94377196	-
NM_147039	chr1	94407625	94415092	-
NM_147040	chr10	78480069	78481028	+
NM_147041	chr10	78497468	78498547	+
NM_147042	chr10	78426054	78433357	+
NM_147043	chr7	112087042	112087995	+
NM_147044	chr7	112234232	112235179	+
NM_147045	chr7	112291864	112292823	-
NM_147046	chr7	110494496	110495440	-
NM_147047	chr7	110745832	110746788	+
NM_147048	chr7	111712666	111713726	+
NM_147049	chr7	111791394	111795819	-
NM_147050	chr7	111819218	111820186	+
NM_147051	chr2	36960215	36961168	-
NM_147052	chr7	110303306	110304259	-
NM_147053	chr7	110189995	110190954	+
NM_147054	chr7	110234034	110234993	+
NM_147055	chr7	111337781	111338719	-
NM_147056	chr7	111254795	111255733	+
NM_147059	chr7	112073320	112074276	-
NM_147060	chr7	112064828	112065808	-
NM_147061	chr7	112485260	112486228	-
NM_147062	chr17	37942014	37943135	+
NM_147063	chr7	106883655	106884605	+
NM_147064	chr6	42787882	42788817	+
NM_147065	chr11	49154036	49154971	+
NM_147066	chr11	49243929	49245001	+
NM_147067	chr9	18661071	18662036	+
NM_147068	chr16	19486933	19487871	+
NM_147069	chr7	112351902	112352855	-
NM_147070	chr7	110531576	110532514	-
NM_147071	chr10	78443795	78447466	+
NM_147072	chr7	111188312	111189250	+
NM_147073	chr7	109861969	109862925	-
NM_147074	chr7	111728138	111729183	+
NM_147075	chr7	111766171	111767160	+
NM_147076	chr7	110752103	110753225	+
NM_147077	chr7	111207170	111208114	-
NM_147078	chr2	86262876	86263831	-
NM_147079	chr7	109683263	109684202	+
NM_147080	chr7	110708993	110709934	+
NM_147081	chr7	110654511	110655458	-
NM_147082	chr7	110640431	110641390	-
NM_147083	chr7	110787699	110788652	-
NM_147084	chr7	111160264	111161214	-
NM_147085	chr7	110057383	110058351	-
NM_147087	chr7	110246257	110247213	+
NM_147088	chr7	110035721	110036665	-
NM_147089	chr7	110076144	110077100	+
NM_147091	chr7	110025636	110026577	+
NM_147092	chr7	109923040	109923984	+
NM_147093	chr7	109850837	109860568	+
NM_147094	chr7	110599853	110600812	+
NM_147095	chr7	112183714	112184667	+
NM_147096	chr7	112041184	112042140	-
NM_147097	chr7	110880442	110881392	+
NM_147098	chr7	110902664	110905864	-
NM_147099	chr7	110712838	110713791	-
NM_147100	chr7	110698882	110704018	+
NM_147101	chr7	109702800	109703750	+
NM_147102	chr7	109752870	109753823	+
NM_147103	chr7	109807337	109808284	+
NM_147104	chr7	109726983	109728020	+
NM_147105	chr9	39801397	39802332	+
NM_147106	chr9	39813579	39814614	-
NM_147107	chr9	39749847	39750779	+
NM_147108	chr9	39807791	39808835	-
NM_147109	chr7	110121566	110122504	-
NM_147110	chr7	110048883	110049821	+
NM_147111	chr7	110270343	110271296	-
NM_147112	chr7	109872046	109873002	-
NM_147113	chr7	109901497	109902441	-
NM_147114	chr7	110103178	110104134	-
NM_147115	chr7	110132735	110133676	-
NM_147118	chr7	111127690	111128655	+
NM_147119	chr7	111085896	111086849	+
NM_147120	chr7	111151773	111152738	+
NM_147121	chr7	111216599	111217543	-
NM_147122	chr7	110808758	110809832	-
NM_147126	chr9	43909853	43917270	+
NM_147151	chr17	35035437	35050995	+
NM_147153	chr2	120142197	120178869	-
NM_147155	chr17	7159314	7165505	-
NM_147176	chr13	94073712	94175084	+
NM_147179	chr2	24805678	24816390	+
NM_147201	chr5	31543291	31553935	+
NM_147217	chr11	114713344	114730410	+
NM_147218	chr11	110038136	110113090	-
NM_147219	chr11	110130683	110199030	-
NM_147220	chr11	109962136	110029467	-
NM_147221	chr4	107107324	107307664	+
NM_147222	chr10	127286984	127298232	+
NM_147776	chr4	155142604	155148670	-
NM_147778	chr2	18594089	18597843	+
NM_147779	chr6	72254604	72264367	+
NM_148413	chr2	22149130	22473772	+
NM_148673	chr11	43247233	43261483	+
NM_148917	chr4	122960528	122976064	+
NM_148922	chr10	117578843	117606055	+
NM_148924	chr16	3744099	3750788	+
NM_148925	chr9	123698618	123760782	-
NM_148926	chr17	30142032	30346965	+
NM_148927	chr7	52781700	52809599	+
NM_148928	chr2	28421765	28438799	-
NM_148929	chr2	167247210	167302500	+
NM_148930	chr9	107642826	107673333	-
NM_148931	chr7	57167070	57214863	+
NM_148932	chr5	135852010	135870416	-
NM_148933	chr2	180195683	180209557	+
NM_148934	chr10	79132155	79138871	+
NM_148935	chr5	114704173	114723770	-
NM_148937	chr1	74590934	74612551	+
NM_148938	chr15	8584124	8660807	-
NM_148939	chr17	35250890	35252345	-
NM_148940	chr9	110716498	110720503	+
NM_148941	chr9	83672299	83699912	-
NM_148942	chr13	33971685	33997577	-
NM_148943	chrY	635404	796225	-
NM_148944	chr9	54875963	54896351	-
NM_148945	chrX	155693714	155806176	+
NM_148946	chr7	16715175	16745860	+
NM_148947	chr17	35245245	35248898	+
NM_148948	chr12	105925952	105990162	-
NM_148949	chr3	93473255	93480205	-
NM_148950	chr9	36698564	36954907	-
NM_148951	chr10	80800507	80806011	-
NM_148952	chr8	107821563	107829270	+
NM_148953	chr11	102130137	102139375	+
NM_148958	chr9	114976397	115141341	+
NM_152134	chr13	94077989	94175084	+
NM_152220	chr19	11851975	11893893	-
NM_152229	chr10	42281777	42303394	-
NM_152234	chr13	58277517	58317014	-
NM_152799	chr3	87553019	87572875	-
NM_152800	chr2	32612754	32617764	+
NM_152801	chrX	54484662	54591906	-
NM_152802	chr8	19111931	19114833	-
NM_152803	chr5	101108503	101148735	-
NM_152804	chr13	111185252	111191051	+
NM_152806	chr15	79358126	79363347	-
NM_152807	chr11	120319443	120325667	+
NM_152808	chr9	21142272	21159472	+
NM_152809	chr18	54021767	54115338	+
NM_152810	chr17	45528839	45570656	-
NM_152811	chr5	87345664	87355528	-
NM_152812	chr4	14736652	14753734	-
NM_152813	chr11	102931610	102962972	-
NM_152814	chr7	30862356	30875529	-
NM_152815	chr7	73834775	73862142	+
NM_152816	chr16	16312321	16359124	-
NM_152817	chr17	75117090	75262910	+
NM_152818	chr11	3603734	3763906	-
NM_152821	chr8	34496797	34498001	+
NM_152822	chrX	93130652	93152313	-
NM_152823	chr17	48594226	48608009	+
NM_152824	chr2	11507066	11524826	-
NM_152825	chr4	21703417	21765019	+
NM_152839	chr5	88948834	88956922	-
NM_152894	chr15	34425066	34460408	+
NM_152895	chr1	136456755	136529455	+
NM_152915	chr1	84366414	84692796	-
NM_152922	chr17	34750295	34752916	-
NM_152923	chr15	65826477	66117786	-
NM_152944	chr7	140865953	140871744	-
NM_152947	chr2	144130912	144157098	-
NM_153049	chr15	80842711	80935477	-
NM_153052	chr14	56784633	56793436	-
NM_153053	chr3	95976429	95981487	+
NM_153054	chr8	71561607	71613121	-
NM_153055	chr10	42481302	42552320	+
NM_153056	chr11	120479686	120486316	-
NM_153057	chr7	53289066	53339582	+
NM_153058	chr18	23962471	24052362	+
NM_153059	chr10	121518316	121534158	-
NM_153060	chr11	72265140	72303422	-
NM_153062	chr17	31432428	31487643	+
NM_153063	chr17	33102776	33116156	+
NM_153064	chr1	173164984	173177253	-
NM_153065	chr2	166840813	166860445	+
NM_153067	chr7	54844320	54856742	-
NM_153068	chr7	16534336	16552884	-
NM_153069	chr11	53235683	53236638	-
NM_153071	chr10	51334629	51351264	-
NM_153072	chr13	31038445	31039630	-
NM_153074	chr8	73140743	73144749	+
NM_153075	chr2	121220091	121239528	-
NM_153076	chr5	24256820	24263661	-
NM_153077	chr2	24146716	24149340	+
NM_153078	chr11	21905829	22186798	-
NM_153079	chr11	55838492	55854489	-
NM_153080	chr11	60040216	60166407	-
NM_153081	chr11	70027412	70029916	+
NM_153082	chr12	4082574	4110612	+
NM_153083	chr14	55713621	55717832	+
NM_153085	chr18	7869195	7929026	+
NM_153086	chr18	9278605	9282807	-
NM_153087	chr18	13165499	13181391	+
NM_153088	chr1	74438183	74443859	+
NM_153089	chr2	158492469	158592070	+
NM_153090	chr3	87180309	87196055	+
NM_153091	chr3	104667424	104732981	+
NM_153092	chr5	23670781	23689826	+
NM_153093	chr8	13835231	13838089	-
NM_153094	chr6	128995919	129007489	+
NM_153095	chr7	54590245	54609610	-
NM_153097	chr8	67522347	67542587	-
NM_153098	chr9	78463353	78564067	+
NM_153099	chr9	110700689	110706248	+
NM_153100	chr9	110887447	110892217	-
NM_153101	chr7	54719177	54744952	-
NM_153102	chr4	89885511	89892378	+
NM_153103	chr11	70514050	70545472	+
NM_153104	chr11	95685814	95693454	+
NM_153105	chr4	118928046	118935043	+
NM_153106	chr4	140283270	140298558	-
NM_153107	chr5	35844867	35868275	-
NM_153108	chr8	19445770	19447606	-
NM_153109	chrX	115540844	115541865	+
NM_153109_dup1	chrX	115593317	115594338	-
NM_153110	chr8	67536875	67542587	-
NM_153111	chr1	74928083	74931982	-
